"galaxy number" x y "aperture radius" "galaxy type" counts "counts error" background magnitude "magnitude error" 
854 1927 3529 7.5 E1 10819.684210526317 104.01771104252543 3429.719298245614 15.214463536527239 0.01981403943264864
855 1125 4410 4.0 E0 2142.5 46.28714724413247 3426.25 16.972697923511912 0.04965610699592534
856 1770 1383 6.363961030678928 E1 9020.983169705472 94.97885643502701 3416.116409537167 15.411865318587191 0.021584332885896344
857 236 2159 7.0710678118654755 E1 9724.81333333332 98.61446817446881 3418.4066666666668 15.330296815386443 0.020820278006641886
858 1684 4196 7.0710678118654755 E3 6931.2067114094225 83.25386904768705 3417.829530201342 15.697977872170329 0.024669130503986177
859 1360 4360 4.949747468305833 E3 3404.8019801980317 58.350681060275825 3424.79702970297 16.4697703528494 0.03706692581054082
860 1046 1417 7.7781745930520225 E3 11551.322942643423 107.47708101099239 3418.003740648379 15.143420685795828 0.01923988374802737
861 398 1437 15.0 E2 11278.103703703708 106.19841667230124 3424.125925925926 15.169409790830592 0.01944627205279086
862 817 1528 5.656854249492381 E1 6173.630630630651 78.57245465575484 3421.264264264264 15.823648394973175 0.026246360983782184
863 131 2244 6.363961030678928 E1 8645.75740479548 92.98256505816282 3417.5416078984485 15.457992386740127 0.022037853683090528
864 834 2816 8.485281374238571 E4 9289.004048583027 96.37947939568375 3433.8542510121456 15.380077119588478 0.02128091144268625
865 353 3187 6.363961030678928 E2 7854.30337078654 88.62450773226637 3421.64606741573 15.562230820525576 0.023122864309456207
866 1746 3386 5.656854249492381 E1 5306.202922077931 72.84368827893005 3430.771103896104 15.988040363902709 0.028541821325664254
867 1362 4376 5.65685424949238 E2 2043.0631067961199 45.20025560542905 3431.626213592233 17.024295546328766 0.05121359725283068
868 921 4378 6.363961030678928 E2 6637.981507823602 81.47380872294852 3420.7439544807967 15.744909904472557 0.025241094345764627
869 1538 46 1.5 E3 297.19221411192257 17.23926373462401 3411.829683698297 19.117406431192865 0.1953294133869558
870 2368 138 6.0 E3 5504.165745856342 74.19006500776463 3405.1740331491715 15.948271241879128 0.02796103104915303
871 1291 284 7.778174593052023 E2 10025.798742138373 100.12891062095089 3429.0880503144654 15.297202544154816 0.02052360323387394
872 1417 620 5.5 E1 4922.828220858879 70.16286924619659 3418.5337423312885 16.06946329602144 0.029784433655251137
873 2183 1086 7.0710678118654755 E3 7620.286472148546 87.29425222858917 3418.441644562334 15.59507175441519 0.02348269901523333
874 1636 1650 6.5 E1 9484.578146611335 97.38879887652037 3417.076071922545 15.357454952047197 0.021069410643737362
875 828 1927 4.242640687119285 E2 3042.739285714279 55.16103049902421 3422.4607142857144 16.59183814541609 0.039729929640467114
876 506 2653 6.0 E2 5607.4504347826005 74.88291150043914 3426.264347826087 15.928086391328847 0.027672613615138304
877 2277 2725 7.0710678118654755 E2 9277.410119840235 96.31931332728777 3415.155792276964 15.3814331110808 0.021293705186989087
878 2080 1138 5.0 E2 2438.7480314960612 49.38368183414498 3420.8110236220473 16.83208267037567 0.04568283278545787
879 970 3177 5.656854249492381 E1 4237.240506329104 65.09408964206432 3441.9430379746836 16.232292211718544 0.03249883965744179
880 1036 3305 7.0710678118654755 E3 3996.3315143247073 63.21654462500072 3441.680763983629 16.295846230500754 0.03364701889974855
881 2260 377 5.5 E3 6088.84031007751 78.03102145991369 3409.7782945736435 15.838663539720644 0.026444762520500327
882 626 1088 5.656854249492381 E0 5751.256802721096 75.83704109945941 3425.0901360544217 15.900593100082926 0.0272865299593239
883 65 1405 6.0 E2 6315.539967373588 79.47037163228563 3421.3931484502446 15.798973780299102 0.025925041438219148
884 1225 1758 4.5 E0 4266.590604026858 65.3191442383231 3418.1073825503354 16.22479756846808 0.03236683416663068
885 1785 2909 7.5 E1 7220.687185929638 84.97462671838952 3428.8052763819096 15.65355367267713 0.024145775428060623
886 761 4194 6.5 E2 7417.37119113572 86.12416148291791 3422.2396121883658 15.624374967082808 0.023811324222425528
887 311 659 6.363961030678928 E1 8067.146067415713 89.8172926969841 3424.9129213483147 15.533200198631086 0.02281207924051737
888 1541 1947 5.65685424949238 E2 6145.059748427687 78.39043148514803 3420.5251572327043 15.828684725277302 0.026312664551655162
889 660 3855 4.242640687119285 E0 3368.7724137930986 58.04112691698102 3422.3724137931035 16.48132081981079 0.03730924904065445
890 707 178 7.0710678118654755 E1 8595.80481283419 92.71356326252481 3428.001336898396 15.464283636764735 0.0221009467315295
891 1643 2055 5.656854249492381 E3 5198.422468354423 72.1000864656515 3423.8306962025317 16.010321072274365 0.028874610253221293
892 906 2749 8.485281374238571 E3 7705.1575178997555 87.77902664019325 3436.569212410501 15.583046196239502 0.023349907505720472
893 798 3032 6.363961030678928 E1 5570.411764705897 74.63519119494434 3431.203081232493 15.935281751504636 0.02777494089817073
894 2039 3981 4.5 E3 2134.1571428571383 46.196938674084656 3419.5857142857144 16.976934014102795 0.049781896333317255
895 200 4274 5.0 E2 3211.101221640478 56.66657940656448 3424.0296684118675 16.533365010525475 0.03842583538604274
896 1442 431 5.5 E3 5130.914110429454 71.63039934573487 3418.480061349693 16.024513138024737 0.029089402548016587
897 1394 1306 4.242640687119285 E2 3719.668393782395 60.98908421826315 3416.075993091537 16.373739438715752 0.0351267939534885
898 1892 2712 4.949747468305833 E1 4306.421319796951 65.62332908194273 3424.906937394247 16.21470870781416 0.03219024694623223
899 963 2794 5.5 E1 4130.840625000017 64.27161601360291 3434.3953125 16.259903901337438 0.032991303665094306
900 1313 4172 4.5 E3 3570.8944543828384 59.756961555812374 3419.4508050089444 16.418057465358523 0.036005848331490474
901 2211 314 5.65685424949238 E2 6136.031203566139 78.3328232835134 3414.6523031203565 15.83028110133815 0.026333732164346205
902 1819 1756 5.5 E3 5903.736196319034 76.83577419613232 3414.4923312883434 15.872182642123535 0.02689562620381184
903 2074 3144 6.0 E1 4847.008264462824 69.62045866311729 3437.2314049586776 16.08631559944102 0.030050873093400803
904 1425 3509 6.363961030678928 E1 5538.7899280575475 74.4230470221258 3436.3726618705036 15.941462765511837 0.02786327200852288
905 118 1338 7.778174593052023 E4 10087.937499999987 100.43872510142683 3423.3375 15.290494042764978 0.02046437616288651
906 1944 1856 4.5 E0 4336.292553191491 65.85053191274532 3419.1117021276596 16.207203563204445 0.03205970550780658
907 797 3601 5.0 E3 3272.518699186985 57.20593237756889 3426.889430894309 16.512794658023594 0.03797962527772524
908 922 29 6.0 E0 6220.945054945052 78.87296783401175 3423.5274725274726 15.815359086114293 0.026137764516595233
909 735 711 6.0 E2 6261.803834808239 79.13156029554983 3426.9926253687318 15.808251354411441 0.02604517310357081
910 411 1784 5.0 E2 4207.957792207799 64.86877362959622 3418.275974025974 16.23982156252504 0.03263216879479615
911 110 2283 6.5 E1 8473.684431977537 92.05261773560564 3422.406732117812 15.479819283927824 0.022258041158642515
912 1221 2677 5.65685424949238 E1 3341.549520766778 57.806137397051344 3437.741214057508 16.490130245944922 0.03749539381131531
913 651 2941 8.0 E4 7725.3190954773545 87.89379440823654 3426.415829145729 15.58020893233293 0.023318751183748362
914 1112 4394 6.0 E2 5273.028037383156 72.61561841217876 3421.538940809969 15.994849798653883 0.028642958715103743
915 1128 3910 5.0 E1 3885.095779220764 62.33053649071829 3421.0275974025976 16.32649567518578 0.03421955228280724
916 2249 158 5.0 E1 5917.2983606557245 76.9239778005254 3408.937704918033 15.86969133068629 0.026861733598088123
917 1870 318 4.5 E2 3970.449664429544 63.01150422287619 3407.718120805369 16.302900763494193 0.03377769669127274
918 2197 1150 7.0710678118654755 E2 8632.997311827989 92.91392420852748 3422.3561827956987 15.45959598580228 0.02205390718069814
919 2287 2473 5.0 E1 4974.301794453517 70.52873027677101 3418.716150081566 16.05816967327349 0.029607681403184503
920 1896 2806 5.656854249492381 E3 5629.029585798802 75.02685909591845 3423.597633136095 15.923916171778437 0.0276135527957979
921 1102 2871 8.0 E3 3994.593406593434 63.20279587639643 3445.4835164835163 16.29631854792084 0.03365574764718921
922 1882 2881 7.0710678118654755 E2 7747.989403973534 88.02266414948785 3427.194701986755 15.57702745471678 0.023283893703348678
923 1360 3477 6.0 E1 4182.6471910112505 64.67338858457357 3438.408988764045 16.246371917235386 0.03274874542790973
924 1401 3739 7.0 E3 4824.376021798384 69.45772830865104 3426.9972752043595 16.09139712435684 0.030131850114980135
925 1089 538 5.656854249492381 E1 4760.010355029604 68.99282828692853 3430.309171597633 16.105980256262146 0.030365892027270726
926 1355 1024 5.5 E3 2023.5504587155938 44.983891102433475 3422.434250764526 17.03471490421449 0.05153488929792884
927 2348 1201 6.363961030678928 E2 6621.989781021872 81.3756092513099 3428.5737226277374 15.747528734454152 0.025273599213871338
928 1915 1674 4.949747468305833 E1 4722.014331210189 68.71691444768304 3415.3041401273886 16.114681747952602 0.03050671449672035
929 528 3954 4.242640687119285 E2 3148.574394463676 56.112159060792486 3422.2179930795846 16.554715101844643 0.038895816728938055
930 1169 3966 6.0 E1 6339.9777777777535 79.62397740491085 3423.4222222222224 15.794780660897171 0.025871014920337228
931 869 176 7.0710678118654755 E1 8314.09395973154 91.18165363564943 3426.046979865772 15.500462679318813 0.02246965764190833
932 1255 1554 9.899494936611665 E2 14066.447136563871 118.60205367768246 3417.545154185022 14.929538953966578 0.017691009016250286
933 1443 4279 7.778174593052023 E2 11238.613026819923 106.01232488168498 3420.8326947637293 15.173218205895566 0.01947686639834142
934 1184 100 7.0710678118654755 E4 5503.252006420556 74.18390665380569 3425.086677367576 15.948451498504571 0.027963625837700453
935 1405 911 4.242640687119285 E1 3414.36379613357 58.43255767235908 3420.3620386643233 16.46672551807373 0.03700337383301598
936 111 2047 7.0710678118654755 E2 7178.4940079893495 84.72599369726713 3416.2103861517976 15.659916644485435 0.024219679844565967
937 2023 2392 4.242640687119285 E2 3238.622413793109 56.908895735140646 3415.3224137931034 16.52409920697751 0.03822404528274641
938 2158 2485 5.65685424949238 E1 4921.103139013445 70.1505747589672 3421.4304932735427 16.069843831757915 0.029790414384858997
939 1524 2502 5.0 E1 4214.011419249593 64.91541742336402 3426.3621533442088 16.238260729656552 0.0326044708582934
940 501 3075 5.5 E1 4190.852941176474 64.73679742755641 3423.685758513932 16.244243946195105 0.032710814245430694
941 1416 4371 5.65685424949238 E1 5018.012006861085 70.83792774256659 3421.010291595197 16.048670759652328 0.029460128624199295
942 100 5 5.656854249492381 E1 5859.79411764707 76.5492920780269 3406.752450980392 15.88029410634579 0.02700640618525924
943 861 104 5.0 E0 3842.7859778597735 61.99020872573163 3431.047970479705 16.338384506717624 0.03444500824563668
944 971 362 5.656854249492381 E1 5422.845697329372 73.63997350168842 3429.8160237388724 15.964431882213864 0.02819501989244116
945 463 1555 4.949747468305833 E0 4394.110400000001 66.2880864107571 3422.9984 16.192822589574 0.031811515719233505
946 2025 2342 4.949747468305833 E1 4324.459330143542 65.76062142455423 3420.688995215311 16.210170457268585 0.032111226853174996
947 943 2486 6.0 E3 1834.3364485981401 42.829154189618784 3428.8154205607475 17.141302510857265 0.05495751808808186
948 362 2793 4.949747468305833 E1 3992.5509554140135 63.186635892520925 3422.6783439490446 16.296873831045765 0.0336660134031245
949 1835 3364 4.242640687119285 E1 2936.622413793109 54.190611860294666 3430.3224137931034 16.63037972694123 0.040619133512601956
950 982 3989 5.0 E1 4375.73083197391 66.14930711635543 3423.1778140293636 16.197373502440556 0.03188978060397193
951 121 4308 6.0 E2 5091.887999999984 71.35746632273306 3426.1696 16.03280289388773 0.029215889397089165
952 121 884 6.0 E2 6492.3163418290915 80.57491136718112 3420.8350824587706 15.769000817707699 0.025542495087978154
953 2277 1574 5.656854249492381 E1 4736.8993902439215 68.8251363256472 3427.431402439024 16.111264598516772 0.030451307249982587
954 498 1950 4.242640687119285 E0 3607.777202072538 60.064775052209576 3420.530224525043 16.406900725287905 0.03578195543707842
955 509 2516 5.656854249492381 E3 5531.769230769241 74.37586457157484 3422.5384615384614 15.942839864200547 0.02788300592947023
956 823 3041 5.0 E2 3166.3652597402443 56.27046525256606 3432.3425324675327 16.548597470099345 0.03876042924777289
957 946 3119 5.0 E1 3310.7569930069913 57.53917789651666 3441.4527972027972 16.500181737389827 0.037709195847608144
958 886 0 4.0 E0 1124.740157480313 33.53714593522104 3429.417322834646 17.672369496563338 0.07629717179994162
959 1015 719 6.363961030678928 E1 6989.646219686138 83.60410408398704 3426.111269614836 15.6888620136853 0.024560324348504328
960 733 1026 6.5 E1 7084.607242339844 84.17010896000933 3422.6044568245125 15.674210553101133 0.024386981953553207
961 2192 2428 5.0 E0 5438.533557046965 73.74641385889191 3419.1711409395975 15.961295468556562 0.028149392734523552
962 612 3056 4.242640687119285 E2 3057.8027681660856 55.297402906159036 3427.0034602076125 16.58647632629841 0.03960811273516572
963 1513 3442 6.5 E1 4449.0340715502825 66.70107998788538 3441.120954003407 16.179335670823406 0.03158106303466336
964 1560 3528 5.0 E2 3649.4025974025994 60.41028552657734 3431.6753246753246 16.394445557958868 0.03553407967995902
965 1557 130 4.5 E2 4790.068907563032 69.21032370653262 3414.2453781512604 16.09914559748701 0.030255898090960125
966 1276 1475 7.0710678118654755 E2 8637.718085106386 92.93932475064786 3421.5492021276596 15.45900243603058 0.022047962931664302
967 2218 2195 5.65685424949238 E2 2977.855263157891 54.56972845046868 3426.7763157894738 16.615241036724406 0.04026700633670607
968 1839 2761 5.656854249492381 E1 5853.786032689468 76.51003877067026 3426.8127786032687 15.881407889808754 0.0270216687452958
969 2288 291 4.242640687119286 E0 4106.9353146853155 64.08537520125255 3411.1486013986014 16.266205343362863 0.03310505579935903
970 1416 390 5.65685424949238 E1 6200.636363636368 78.74411954956616 3420.0454545454545 15.818909342773093 0.026184194699573463
971 1925 1464 5.0 E3 4298.6899350649255 65.56439533058263 3421.758116883117 16.216659698644282 0.032224296404511646
972 2268 1872 4.5 E1 3820.3379310344953 61.80888229886135 3420.4362068965515 16.344745548812092 0.03456641923486819
973 1792 2797 5.656854249492381 E1 5372.509202453986 73.29740242637516 3429.3865030674847 15.97455707985581 0.028343028326631683
974 430 2925 5.0 E3 4318.472402597403 65.71508504595731 3421.9496753246754 16.211674628592107 0.03213738914358721
975 1754 3698 4.5 E2 3671.02684563757 60.58899937808488 3423.55033557047 16.388031098894196 0.03540727072466378
976 2120 1561 5.0 E3 3923.775974025963 62.64005087821978 3423.003246753247 16.31573949101165 0.03401720647892004
977 534 2129 4.949747468305833 E1 3891.2251655629098 62.379685519910325 3422.880794701987 16.324784095097957 0.03418725060952952
978 2297 3404 4.242640687119286 E0 3414.167539267022 58.430878303060126 3418.2251308900522 16.466787927741354 0.03700467508535166
979 2073 3949 5.0 E1 4843.204878048769 69.5931381534758 3416.359349593496 16.087167897420795 0.030064434280128765
980 1075 45 6.0 E1 5106.828402366878 71.4620766726442 3417.841715976331 16.029621837227815 0.029167262488159533
981 503 65 4.5 E2 3274.825938566568 57.22609490928564 3423.3208191126278 16.512029445996507 0.03796315029955034
982 353 1096 5.5 E2 5181.371165644179 71.98174189087243 3418.9539877300613 16.013888240177092 0.028928390766783125
983 101 1542 7.0 E3 7174.600566572255 84.70301391669753 3423.9376770538242 15.660505681280165 0.024226539090268506
984 1723 1856 7.0 E3 5813.982591876222 76.24947601050266 3415.0290135396517 15.88881568230124 0.027123497120298875
985 912 1972 7.5 E1 6497.691139240502 80.6082572646283 3417.6848101265823 15.768102340553728 0.025531157764155002
986 972 2654 7.0710678118654755 E1 7674.089214380846 87.60187905736295 3432.2117177097202 15.587432890649804 0.023398208833290284
987 1934 2725 4.949747468305833 E1 3778.057692307704 61.46590674762477 3419.543269230769 16.356828536324254 0.03479855460033339
988 1599 3588 4.5 E1 3330.2483221476614 57.70830375385904 3429.672818791946 16.493808454584354 0.03757345670437329
989 1002 3969 6.0 E1 6300.858646616545 79.3779481129145 3423.3774436090225 15.801500658081302 0.025957679768970524
990 1869 4139 4.242640687119285 E2 3401.882758620699 58.325661236034854 3414.2827586206895 16.470701644622757 0.03708639098905072
991 1841 856 7.7781745930520225 E2 14333.721598002472 119.72352149015026 3410.3096129837704 14.909102587573527 0.017556134155610147
992 86 1279 7.0710678118654755 E2 7714.8650472334975 87.83430450133648 3420.1686909581645 15.581679166145445 0.023334887722532432
993 1801 2136 5.0 E0 5124.619902120701 71.58645054841524 3417.8026101141927 16.025845852769923 0.029109686271963264
994 207 2315 5.0 E1 3997.43535188215 63.22527462876021 3424.0818330605566 16.295546377771004 0.033641478936687286
995 435 2441 5.0 E1 4975.24590163934 70.53542302729417 3422.344262295082 16.057963623433395 0.02960446995191136
996 50 2518 7.0710678118654755 E3 8087.745989304842 89.93189639557725 3419.4665775401068 15.530431242570694 0.022782789154036545
997 1915 1502 4.5 E1 3835.0570469798563 61.92783741565546 3417.4194630872485 16.340570428698 0.03448666849019118
998 2166 2243 4.0 E2 2807.0733452593995 52.98182089414632 3418.1574239713773 16.679365599135952 0.04178437940603091
999 556 2766 4.949747468305833 E1 3729.5358851674678 61.06992619258245 3424.1371610845295 16.370863024400364 0.035070685479178874
1000 2319 2282 5.65685424949238 E1 5130.389301634463 71.62673594150765 3416.0906389301635 16.024624196802925 0.029091092099694828
1001 2081 2423 7.0 E4 6319.493188010878 79.49524003367043 3419.4291553133517 15.798294374893738 0.025916276270580997
1002 2060 2840 5.0 E3 3678.9248747913334 60.65414144797809 3424.89816360601 16.385697701390313 0.03536128359295683
1003 740 3304 6.5 E3 3017.7056179775404 54.9336474119236 3437.7505617977527 16.60080782154325 0.039934738513734656
1004 1740 3398 4.949747468305833 E1 3268.3008849557614 57.16905530928215 3429.4159292035397 16.514194921153198 0.03800979579646596
1005 1481 4202 3.5355339059327378 E1 2215.776536312856 47.072035608340286 3419.5195530726255 16.93618510211965 0.04858698533205963
1006 882 4314 4.242640687119286 E3 2459.986159169557 49.598247541314976 3418.259515570934 16.822668340994802 0.04543037315646827
1007 128 263 5.656854249492381 E4 5635.95047923321 75.07296769965345 3422.726837060703 15.922582078779946 0.027594696540851223
1008 168 408 7.5 E2 7878.783715012751 88.7625130052814 3423.910941475827 15.558852053556773 0.023086343746831633
1009 1618 2052 5.5 E1 5635.022292993626 75.06678555122515 3419.7420382165606 15.922760903700869 0.02759722301299714
1010 37 2160 4.242640687119285 E2 2765.7175043327534 52.59008941172047 3415.9324090121318 16.695480454072683 0.04217648919298799
1011 1614 2204 4.949747468305833 E1 3851.01620745543 62.056556522702984 3420.029173419773 16.33606163398482 0.034400808589750344
1012 1753 2471 4.949747468305833 E1 3760.5397082658064 61.323239544774594 3424.035656401945 16.361874552906237 0.034896086671596944
1013 179 3662 5.0 E1 4213.86363636364 64.91427914075331 3420.0454545454545 16.23829880645021 0.03260514618769262
1014 1245 3804 4.949747468305833 E1 3336.6134185303645 57.76342630532199 3427.9041533546324 16.491735269941238 0.03752943254525449
1015 367 4345 4.242640687119286 E2 2812.3144876325096 53.03125953277472 3420.690812720848 16.677340289672333 0.04173540980653377
1016 1671 1283 7.0710678118654755 E4 7005.582781456969 83.69935950446079 3412.072847682119 15.68638932680447 0.024530937311381337
1017 111 1922 5.656854249492381 E4 4381.089020771495 66.18979544288904 3418.097922848665 16.19604480540366 0.03186690385116925
1018 951 2294 6.363961030678928 E2 6538.7957746479005 80.86282071909129 3423.7535211267605 15.761255566720232 0.025445009051942788
1019 717 2497 4.5 E2 3494.0218120805434 59.11025132817947 3424.0721476510066 16.441685970451516 0.03648587990793146
1020 1139 3357 11.313708498984761 E5 3671.2913043478534 60.591181737509075 3445.2130434782607 16.387952885885532 0.03540572805642944
1021 1766 4053 4.242640687119286 E2 3496.1928571428484 59.12861284642866 3420.5214285714287 16.441011547014284 0.036472067353196705
1022 881 966 7.0710678118654755 E2 5216.7116935483755 72.22680730551764 3424.5584677419356 16.00650791076302 0.02881727441803197
1023 2009 1171 4.5 E1 3863.6655462184967 62.15839079495621 3420.0773109243696 16.332501187084386 0.03433320142189508
1024 1691 1332 5.656854249492381 E3 5138.908284023657 71.68617917021145 3412.5473372781066 16.02282283314544 0.029063704466441805
1025 322 1474 6.363961030678928 E3 5632.634453781522 75.0508791006576 3419.483193277311 15.923221081638625 0.027603726007790933
1026 1665 2627 4.242640687119285 E2 2870.0068965517266 53.57244531054866 3425.806896551724 16.6552926491661 0.04120677192305836
1027 1633 2646 4.949747468305833 E1 3878.242811501588 62.27553943163871 3429.8370607028755 16.32841250954986 0.03425577416519501
1028 1708 3093 7.778174593052023 E1 7897.030495552735 88.86523783545924 3437.561626429479 15.556340462228105 0.023059256303374194
1029 901 3546 6.5 E1 6267.649999999996 79.16849120704522 3430.1541666666667 15.807238158824147 0.02603201371387001
1030 491 3774 4.242640687119286 E2 2707.3517241379354 52.03221813586209 3423.6827586206896 16.71863829857753 0.04274772970103001
1031 71 4214 4.242640687119285 E2 3003.3286219081365 54.80263334829939 3419.8975265017666 16.605992862581996 0.04005371808783566
1032 1753 4333 6.0 E1 5389.076923076926 73.41033253620995 3415.431952662722 15.97121404322305 0.028294039975413732
1033 68 247 11.31370849898476 E1 18867.755274261523 137.35994785330084 3424.5485232067513 14.610699413603347 0.015815458085746883
1034 1114 300 5.5 E1 4008.5147744945557 63.31283262099837 3430.230171073095 16.292541278376767 0.0335860230077177
1035 273 1875 4.949747468305833 E1 3914.7670979667164 62.568099683198916 3420.6210720887248 16.318235176018053 0.034064017970966025
1036 2358 1966 4.949747468305833 E2 4241.284946236562 65.12514833945917 3424.879928315412 16.231256372363426 0.032480553044419325
1037 1731 3181 4.949747468305833 E3 2556.1721854304724 50.558601497969384 3434.5562913907283 16.78102473791978 0.04433319270577098
1038 2147 3858 4.949747468305833 E3 4178.878205128218 64.64424340286007 3416.0753205128203 16.247350715842508 0.03276621187818364
1039 1432 265 5.0 E2 3924.2150259067353 62.64355534216377 3427.4896373056995 16.315618009087622 0.034014929960637576
1040 30 863 5.656854249492381 E1 5472.394932935902 73.97563742838518 3416.2354694485844 15.954556419756038 0.028051707165929595
1041 82 1548 5.5 E0 5753.707717569789 75.85319846631248 3423.9720853858785 15.900130508995128 0.027280099893272576
1042 705 1581 7.7781745930520225 E3 8695.51020408165 93.24971959250949 3421.7609329446063 15.451762327334118 0.021975669674443324
1043 2281 1823 6.363961030678928 E2 5534.78994082841 74.3961688585401 3421.9852071005917 15.94224714259559 0.02787450976274318
1044 1355 2476 10.5 E3 5580.809128630699 74.70481328957793 3428.877593360996 15.933257076749012 0.0277460931764963
1045 335 2591 5.656854249492381 E2 4892.133333333331 69.94378695304773 3418.311111111111 16.076254287336617 0.029891411984369218
1046 2062 3348 5.656854249492381 E1 5254.463054187207 72.48767518818083 3424.446633825944 15.998679143198755 0.02870005392401896
1047 11 3427 6.0 E4 5051.244444444459 71.07210735896649 3418.6034188034187 16.041504035507586 0.029349471143993264
1048 2015 3928 5.5 E3 5386.742331288362 73.39442983829468 3416.1901840490796 15.971684494853315 0.02830092671421959
1049 658 4265 4.5 E2 3300.3976510067137 57.44908746887729 3420.203020134228 16.503584326643377 0.03778191389165524
1050 940 201 7.0710678118654755 E3 5821.800963081869 76.30072714648183 3427.016051364366 15.887356615979215 0.027103396995162496
1051 369 608 6.0 E3 5505.758823529406 74.20080069331736 3425.298529411765 15.947957041339823 0.027956508955483607
1052 260 1062 8.48528137423857 E3 7860.51154313491 88.65952595821224 3422.950182260024 15.561372975508428 0.023113583223486094
1053 457 1426 4.949747468305833 E1 4199.606451612908 64.8043706212236 3422.541935483871 16.241978514422485 0.032670495979464566
1054 204 1812 5.5 E1 5223.373643410855 72.27291085469614 3422.305426356589 16.00512226669819 0.028796478653920043
1055 2259 2270 7.0710678118654755 E4 7441.7194148936105 86.26540103015583 3415.4215425531916 15.620816771979655 0.023771035411660143
1056 834 2415 4.949747468305833 E1 4080.636363636361 63.879858826052214 3425.4545454545455 16.273180261598135 0.03323156155378044
1057 1813 2587 4.5 E2 3433.2739495798246 58.5941460350761 3424.0974789915967 16.460728854351395 0.03687860850078133
1058 722 3482 5.65685424949238 E2 4450.063798219568 66.70879850679044 3426.710682492582 16.17908440680829 0.03157679071698952
1059 630 3683 5.656854249492381 E1 5137.8142644873915 71.67854814717853 3424.383358098068 16.023053999573868 0.02906721708656665
1060 68 159 4.242640687119285 E5 3038.852459016395 55.12578760449954 3417.502732240437 16.593225962691317 0.03976153439780617
1061 1058 907 6.0 E2 5482.859861591691 74.0463359092919 3425.2162629757786 15.952482135662999 0.028021735681655953
1062 2139 3066 5.0 E3 3622.930807248771 60.190786730601644 3425.324546952224 16.40234990071065 0.0356911346741855
1063 11 4400 4.5 E3 2950.24836601306 54.316188802354866 3414.662309368192 16.625353553742237 0.040501811272113206
1064 1632 163 4.242640687119286 E2 3912.6869565217276 62.5514744552175 3412.0052173913045 16.31881224358441 0.03407485381277106
1065 1067 965 4.5 E1 3799.784511784508 61.642392164682484 3420.885521885522 16.3506025795083 0.03467869506544339
1066 2279 2448 4.949747468305833 E3 3782.025641025649 61.498175916246886 3416.8205128205127 16.355688827729168 0.03477657388735006
1067 1381 2529 4.5 E2 3080.746218487391 55.504470256794555 3428.510924369748 16.5783601898211 0.03942458663182958
1068 2195 2537 5.0 E3 2042.5368956742968 45.194434344001884 3419.6615776081426 17.0245752244515 0.05122219132582118
1069 512 2595 5.5 E1 4778.026234567904 69.12326840194916 3422.989197530864 16.10187867502919 0.030299818139883077
1070 81 3224 4.949747468305833 E3 3995.2272000000057 63.20780964406222 3418.0112 16.296146295630535 0.0336525639683605
1071 487 3297 5.5 E3 4711.354330708646 68.63930601855358 3426.417322834646 16.117135580475974 0.030546586105660946
1072 676 3746 4.242640687119286 E0 3234.9481865285106 56.87660491387044 3422.984455958549 16.525331677352934 0.038250810389618875
1073 1315 4310 3.5355339059327378 E1 2168.4765957446816 46.56690451108686 3421.0978723404255 16.9596131520193 0.04926987326522146
1074 1217 389 8.0 E2 4586.090909090918 67.72068302292084 3431.090909090909 16.146393351487276 0.03102744019663292
1075 1785 939 4.5 E3 4204.030201342286 64.83849320690824 3410.8691275167785 16.24083543175864 0.03265017704257838
1076 294 1053 5.656854249492381 E1 5504.875187969912 74.19484610112694 3423.990977443609 15.948131308347483 0.0279590169448791
1077 70 1416 5.0 E1 3737.0081632653146 61.131073630890164 3423.955102040816 16.368689883649115 0.035028370959527884
1078 2288 1900 6.363961030678928 E3 5700.283842794779 75.50022412413608 3421.372634643377 15.910258795779153 0.027421382029398464
1079 9 2419 5.0 E3 4009.3171206225734 63.319168666546574 3413.410505836576 16.29232397867424 0.03358201755976998
1080 1568 2721 5.656854249492381 E1 3468.5125628140813 58.894079183005154 3437.1943048576213 16.449641820410797 0.036649316205131156
1081 2248 3035 4.242640687119285 E2 3045.444827586213 55.185549082945734 3416.044827586207 16.59087315983006 0.039707972098899626
1082 2348 3163 5.65685424949238 E2 3927.1349325337287 62.6668567309206 3419.9985007496252 16.314810441343887 0.033999801479787754
1083 1185 4338 6.363961030678928 E2 6376.7563739376965 79.85459519612942 3419.985835694051 15.7885004376462 0.02579040834004782
1084 942 107 4.949747468305833 E3 2987.845410628017 54.661187424241135 3425.244766505636 16.61160469104388 0.04018297778133556
1085 840 683 5.656854249492381 E3 4477.777777777796 66.91619966628257 3427.2314814814813 16.172343658245538 0.031462462046582
1086 2002 1546 5.0 E1 4267.309446254066 65.32464654519048 3420.4592833876222 16.224614657248395 0.03236362130821295
1087 1231 2388 4.5 E1 3663.5329949238458 60.52712610824874 3423.340101522843 16.390249731788604 0.035451066417218624
1088 332 2473 4.5 E0 3786.8571428571577 61.53744504654997 3419.3109243697477 16.35430269523799 0.034749864465865275
1089 1573 2598 5.656854249492381 E1 4311.4798206278065 65.66185971039661 3429.2137518684603 16.213434105556576 0.032168027686056866
1090 1613 2765 5.5 E1 3186.8553791886948 56.452239806660415 3437.6225749559085 16.54159411135444 0.03860615081677673
