"galaxy number" x y "aperture radius" "galaxy type" counts "counts error" background magnitude "magnitude error"
104 1148 474 15.0 E1 141786.13338856673 376.54499517131643 3432.990886495443 12.420915602136652 0.010205095821008982
105 1324 2095 9.899494936611665 E1 33536.29411764706 183.12917331120966 3422.029411764706 13.986212325491941 0.013264968418256617
106 2039 2961 8.5 E2 43137.95615103534 207.6967889762269 3425.4056029232643 13.7128510883569 0.012481298309485115
107 527 194 12.0 E1 97716.14796905217 312.59582205949613 3430.5444874274663 12.825084153795164 0.010748850802945154
108 1568 3327 16.97056274847714 E1 53636.62082777027 231.59581349361707 3442.2696929238987 13.4763464775955 0.011918176761926745
109 924 141 17.5 E2 182324.6893491123 426.99495236959456 3428.3757396449705 12.1478862943244 0.009886094186409379
110 2100 3436 15.556349186104047 E2 123494.36609558173 351.417651940795 3424.152389540126 12.570882136970534 0.010395323538213484
111 769 2782 36.76955262170047 E3 517624.6959553696 719.4613929568213 3428.7205950720595 11.014962528968152 0.008784888697822435
112 888 83 16.5 E2 201373.95754716964 448.7470975362065 3427.7122641509436 12.039991736949304 0.009768028977835424
113 811 1505 9.5 E2 51734.379578246386 227.45192806007688 3423.1120976692564 13.515551886997057 0.012005206193888458
114 1756 2932 8.48528137423857 E1 41081.10223266748 202.6847360623574 3432.6239717978847 13.765894781288203 0.012621204567389998
115 1041 3379 14.0 E1 75213.67029972754 274.25110811030015 3441.610354223433 13.10925804492457 0.01120341649669323
116 1869 2061 14.142135623730951 E2 102165.75503355708 319.63378268505517 3423.7810402684563 12.776736627729843 0.010678198385128172
117 2306 458 12.020815280171309 E1 129629.07040913412 360.0403733043478 3414.977164605138 12.518243983383408 0.010327171478854617
118 1223 1628 19.79898987322333 E4 233282.88852459003 482.99367337946575 3422.289180327869 11.880292789662546 0.009600067620240882
119 222 2691 9.192388155425117 E1 50596.000000000044 224.93554632383038 3422.6666666666665 13.539709540242121 0.012060012814798996
120 912 2014 8.48528137423857 E1 44537.16298020958 211.03829742539523 3422.5739231664725 13.67819362750965 0.012392754886465043
121 1498 33 17.5 E2 147146.24691358028 383.5964636353942 3426.2716049382716 12.38062702615538 0.01015595894941407
122 1313 4378 13.435028842544403 E1 85815.60750000011 292.9430106693111 3425.58375 12.966084296849676 0.0109654336256027
123 446 3853 15.556349186104045 E2 132568.12104857364 364.0990538968395 3425.1518889745566 12.493902247844918 0.01029617450387292
124 1560 1910 12.5 E1 115077.94090909082 339.23139729260146 3418.5318181818184 12.647519793870773 0.01049744986443336
125 1876 1882 9.899494936611665 E1 52040.76856835309 228.1244585053367 3418.2174381054897 13.509140745373653 0.011990813986417074
126 869 2320 8.48528137423857 E1 40808.87374999997 202.0120633774131 3427.85125 13.773113476979447 0.012640667281391333
127 1806 1856 12.727922061357855 E1 134014.87739463607 366.08042476296936 3421.0938697318006 12.48211746655542 0.010281281814850798
128 1979 1293 18.384776310850235 E3 123643.48837209301 351.62976036179447 3434.2941860465116 12.569571876552983 0.010393607966349356
129 1622 3237 22.627416997969522 E4 101996.93080054274 319.36958339914395 3443.1519674355495 12.778532241096253 0.010680791565626995
130 1779 2270 15.556349186104045 E3 122484.50116731522 349.9778581100742 3420.0295719844357 12.579797155459993 0.010407022826194932
131 2273 2226 25.0 E1 268507.54788160196 518.1771394818591 3424.708067324434 11.727608753893781 0.009445969396809225
132 1070 2786 27.0 E2 112547.82613837952 335.481484047003 3436.853341218214 12.671657222454382 0.010530367899446582
133 1863 1462 16.5 E2 135017.09836065574 367.44672860246794 3428.4262295081967 12.47402807406857 0.010271101488553492
134 1005 810 16.0 E3 138528.76000000004 372.1945190354098 3424.3353846153846 12.446150133057476 0.010236277702406149
135 85 2990 8.5 E1 37757.77868852459 194.31360911815875 3419.7295081967213 13.85748390853111 0.01287600476645154
136 587 194 12.020815280171309 E1 75321.26036644171 274.4471904874264 3432.7039537126325 13.107706053634876 0.011200729228180049
137 1691 3255 9.192388155425117 E2 34551.72438162538 185.88094141580353 3439.9623085983512 13.953825683261595 0.013163516957552246
138 390 3994 7.7781745930520225 E1 34388.156250000015 185.44043855103453 3426.19375 13.95897777154678 0.013179489353832187
139 2235 1283 13.435028842544403 E1 117662.0 343.0189499138495 3431.0 12.623409434542907 0.010464935567562197
140 1766 2598 8.0 E1 33948.86983729663 184.25219086159228 3426.9436795994993 13.972936697169702 0.013223079933907395
141 1990 1460 12.727922061357855 E0 117164.36990027191 342.2928131005264 3425.6183136899367 12.628011096825228 0.0104711133250547
142 1266 3970 7.7781745930520225 E1 33222.71072319204 182.2709815719223 3426.2394014962592 13.996412338193236 0.013297441581036903
143 1115 941 9.5 E1 41077.40423031724 202.6756133093403 3429.8425381903644 13.765992520529396 0.012621467399411198
144 463 3077 9.5 E2 43475.66887417221 208.50819857783102 3425.9668874172185 13.70438431910798 0.01245946210471516
145 973 1836 24.041630560342618 E3 252132.01411631855 502.12748791150494 3422.9175607001694 11.795930017191964 0.009514209480045582
146 1297 1580 8.48528137423857 E2 35777.45348837207 189.14928889206027 3419.1744186046512 13.915976435505005 0.013048068948601721
147 912 657 12.727922061357855 E1 81012.39707227814 284.6267680178344 3429.470265324794 13.028621293293675 0.011066981957716094
148 1390 4323 7.7781745930520225 E1 30957.8203125 175.94834558045721 3422.95703125 14.073074062122242 0.013549792008486909
149 2290 362 7.7781745930520225 E1 36310.80503144655 190.55394257649604 3410.0767295597484 13.899910306054363 0.013000052666667946
150 1416 2385 8.5 E1 32310.05436156766 179.74997736180015 3428.78002528445 14.02665577820651 0.013395226842480413
151 2130 151 8.0 E1 43828.14445828142 209.35172427826197 3411.3412204234123 13.695617288947332 0.012436992078435308
152 1480 1399 10.606601717798213 E2 56123.027607362004 236.90299197638262 3422.346625766871 13.42714727151012 0.011812196070716001
153 1321 294 10.0 E2 46915.795411089915 216.60054342288691 3431.265774378585 13.621702290601853 0.012253070754658256
154 1699 361 16.0 E1 94449.91011235956 307.32704097160007 3410.0898876404494 12.861996127646128 0.010803987739243903
155 145 3032 8.0 E1 31722.731343283547 178.1087626796715 3420.716417910448 14.046573566922635 0.013460874944953285
156 617 1004 13.5 E2 95184.68357695611 308.5201510063097 3425.720550300946 12.853582323712248 0.010791326079599987
157 2025 4184 8.0 E1 39384.890625 198.45626879743557 3419.109375 13.811675890658995 0.01274640787666302
158 875 2807 9.0 E2 30771.380382775096 175.4177310957336 3434.7667464114834 14.079632552916005 0.013572079286012884
159 728 2570 16.263455967290593 E1 67365.05669291341 259.5477926951285 3432.0543307086614 13.228913300972508 0.011418369264670155
160 304 1150 7.7781745930520225 E1 30276.73033707863 174.00209865710997 3420.752808988764 14.097227568078214 0.013632431499040904
161 588 3249 13.5 E2 86789.68474264714 294.6008906005668 3433.7876838235293 12.953829722933214 0.010945947635819044
162 1782 3160 12.5 E1 69465.9674208146 263.5639721601088 3431.509502262443 13.195569779218328 0.01135688091686281
163 1633 754 19.5 E2 169125.37474402704 411.2485559172543 3415.5344709897613 12.229478070234395 0.009978171554039217
164 1077 910 10.606601717798213 E1 50924.263710618405 225.66405054996775 3427.1528588098017 13.53268810384243 0.012043988709274308
165 1010 2485 16.97056274847714 E4 103950.70863836017 322.4138778625389 3427.269399707174 12.757931364275715 0.010651179789591932
166 808 3124 11.31370849898476 E2 51344.23044838381 226.59265312093376 3435.3472367049008 13.523770877499114 0.012023750051135195
167 934 827 11.313708498984761 E1 70199.43150684929 264.95175316809906 3426.9011741682975 13.184166012212454 0.011336140349237217
168 1772 1190 9.192388155425117 E2 42237.79932735431 205.51836737224804 3415.5908071748877 13.735746793709525 0.01254102404847606
169 2367 1582 16.97056274847714 E2 77306.10944527746 278.0397623457434 3430.005997001499 13.07946545687545 0.011152258689095388
170 771 2302 7.5 E1 27851.96469104669 166.88907900472904 3426.841109709962 14.18786041016773 0.013956686177294675
171 513 2677 16.263455967290593 E2 136313.3159163986 369.20633244352484 3429.1036977491963 12.463654293895646 0.01025809629094144
172 1473 4344 6.5 E1 23902.985974754574 154.60590536830918 3421.0448807854136 14.353869608366308 0.014613564682696707
173 1180 4237 7.7781745930520225 E2 24571.31249999997 156.75239232624162 3423.1927083333335 14.323929111619968 0.014488675527915391
174 2181 2541 14.142135623730951 E4 83083.20462633451 288.24157338304707 3419.73487544484 13.001216901289252 0.011022041166372634
175 238 3755 11.5 E1 61233.39207920799 247.45381807361144 3425.269306930693 13.332529204404384 0.011617901580719375
176 1095 20 9.192388155425117 E2 36453.83429228997 190.9288723380777 3421.228998849252 13.895641962301562 0.012987393337956534
177 476 828 8.0 E1 30169.977243994916 173.69506971700412 3425.34386852086 14.10106254348954 0.013645694991756245
178 342 2419 13.0 E1 68329.18883720937 261.39852493311696 3423.9386046511627 13.213484337320129 0.011389758822683763
179 507 3205 17.67766952966369 E3 95270.30612244902 308.65888310957297 3428.9327286470143 12.85260609826397 0.010789860603535645
180 1722 510 7.0710678118654755 E1 28355.305555555584 168.39033688295652 3414.1388888888887 14.168414171035177 0.013885176542323775
181 1892 880 8.5 E1 45341.44055944054 212.93529665004002 3412.958041958042 13.658761714654915 0.012344068415459422
182 1235 734 15.5 E3 91067.7334372563 301.7743087760393 3427.0202650038973 12.901588680849347 0.010864331733787338
183 676 3103 1.4142135623730951 E0 908.5562130177514 30.142266222328928 3427.2218934911243 17.904120493542095 0.08834018711468072
184 1001 3776 12.727922061357855 E3 39761.15610217607 199.40199623418033 3426.5080416272467 13.801352491176242 0.012717804859415035
185 90 250 11.31370849898476 E1 53187.808483290544 230.6248219149243 3424.577120822622 13.485469759262546 0.011938220967487461
186 2013 371 12.727922061357855 E1 91255.22686025413 302.08480077662654 3415.6324863883847 12.899355627273103 0.010860894270677914
187 1856 911 9.192388155425117 E1 53281.19170403587 230.82719013156978 3412.6199551569507 13.483565175402434 0.011934026214394624
188 1374 4384 14.142135623730951 E1 62770.72717842315 250.54086927769518 3429.2914937759338 13.305607100400177 0.011564781149219185
189 2178 3035 7.0710678118654755 E1 21487.129801324478 146.5848894031185 3420.332450331126 14.469553981594338 0.015124824013323197
190 2039 3972 9.0 E1 29178.701204819256 170.8177426522762 3419.9602409638555 14.13733510805412 0.013773112734279813
191 357 3786 13.435028842544403 E2 83334.60205831913 288.6773320825851 3424.533447684391 12.997936585237083 0.01101670837623991
192 448 1807 7.7781745930520225 E1 28194.467336683432 167.9120821640999 3420.4811557788944 14.174590264741234 0.013907770593443638
193 802 2765 25.45584412271571 E6 93235.97802197823 305.3456697285524 3432.4505494505493 12.876041172942344 0.010825249061854707
194 272 2871 12.727922061357855 E2 56997.95329670337 238.74244133941366 3422.165750915751 13.410351847130464 0.0117768126051851
195 1199 1363 7.0710678118654755 E1 23459.42460317457 153.16469764007167 3419.8293650793653 14.374206610424492 0.014700092051172908
196 2013 3046 13.5 E4 68469.30984643183 261.6664094728856 3424.0126467931345 13.211260124226728 0.011385656968356007
197 81 4141 11.31370849898476 E1 59735.78947368421 244.40906176671155 3423.844129554656 13.359413480643285 0.011671881908814899
198 2070 2110 10.5 E1 54309.101265822836 233.04313177140156 3418.5791139240505 13.46281846017565 0.011888683363405752
199 941 1535 7.0710678118654755 E1 22893.343501326293 151.3054642150319 3421.6352785145887 14.400726938351173 0.014815034033384163
200 786 282 11.313708498984761 E1 55613.70175438594 235.82557485223256 3426.7153996101365 13.437045491223511 0.011833236202009271
201 143 1151 7.5 E1 25855.263959390897 160.79572120983474 3420.203045685279 14.268627560266257 0.014265594563841149
202 1533 144 7.7781745930520225 E1 29039.998756218905 170.4112635837752 3415.1405472636816 14.142508516431864 0.013791579572700191
203 1970 3593 12.020815280171309 E1 53739.407992564986 231.81761795119237 3423.9990706319704 13.474267805446486 0.011913627243023818
204 2221 3943 8.5 E1 39166.371158392474 197.9049548606413 3415.706855791962 13.817716662073195 0.012763246663416355
205 1162 2561 9.192388155425117 E1 37265.00703399767 193.0414645458267 3431.3153575615474 13.871746981144968 0.012917268494450343
206 2048 4282 6.5 E2 17576.93006993009 132.5780150323955 3414.132867132867 14.687642437790617 0.01622577211683927
207 1607 408 7.0710678118654755 E1 24974.084656084648 158.03191024626844 3415.4021164021165 14.306276051158001 0.014416408280232334
208 2207 2997 8.48528137423857 E1 32149.96955503509 179.30412587287302 3422.1873536299768 14.032048585005427 0.013412902356218807
209 112 1360 15.556349186104045 E2 105530.77173913046 324.8550010991526 3426.026268115942 12.741552214709365 0.010627851732549555
210 1253 693 9.899494936611665 E0 49477.08961748636 222.43446139815288 3429.1890710382513 13.563989636806975 0.012116030702950094
211 1740 3854 14.849242404917497 E4 60756.32697311361 246.48798545388294 3424.7450130095403 13.341021223277485 0.011634850405576722
212 474 3377 7.778174593052023 E2 20399.19071518194 142.82573547922635 3426.5207026348808 14.525967654339969 0.015391631490747053
213 1776 3909 7.7781745930520225 E1 26683.058530510614 163.34949810302638 3420.940224159402 14.234410977856431 0.014132340052069736
214 1698 377 7.0710678118654755 E2 13738.117647058825 117.20971652153598 3412.546218487395 14.95518192210276 0.01786333674201762
215 196 1352 7.5 E1 27797.560355781425 166.7260038379779 3423.471410419314 14.189983295323064 0.01396455848275895
216 89 665 12.020815280171309 E1 68416.69565217386 261.56585337572994 3426.9120553359685 13.212094762335935 0.011387195530054007
217 690 2574 18.0 E1 79388.87094088267 281.7603076036131 3427.452123230641 13.050600936240913 0.011103538918856777
218 299 2988 8.5 E2 32041.86915887847 179.002427801632 3423.5630841121497 14.035705393321159 0.013424929603540154
219 499 1865 8.48528137423857 E1 32926.33333333333 181.45614713570143 3421.439393939394 14.006141573748803 0.01332865244378079
220 396 1452 15.0 E2 67818.10607434266 260.41909698473086 3425.1332728921125 13.221635856836706 0.01140484022444285
221 1772 611 8.485281374238571 E1 38767.86987104337 196.89558113640683 3411.5005861664713 13.828820152412744 0.012794395296692447
222 1915 10 13.435028842544403 E4 73866.12060301505 271.7832235496059 3412.1984924623116 13.12888677305621 0.011237618700818583
223 590 2829 11.0 E1 40106.50661241097 200.2660895219432 3425.9328585961343 13.791962911552087 0.012691977963009277
224 744 1124 10.5 E1 39574.5 198.93340594279283 3425.5 13.806461408701143 0.01273193282974726
225 1006 4092 9.192388155425117 E1 36402.22070534699 190.79366002398243 3422.2810011376564 13.897180303881491 0.012991951168464171
226 405 1390 11.313708498984761 E2 44966.85517241381 212.05389685741173 3426.806896551724 13.667768711090439 0.01236655095770832
227 1694 3029 8.5 E1 24775.703971119106 157.40299860904526 3438.740072202166 14.314934991811166 0.014451730407102029
228 1818 1799 8.5 E1 29175.876201923038 170.80947339630504 3422.316105769231 14.13744023118453 0.013773487240812721
229 1734 1860 10.0 E4 25310.113553113526 159.09152571118778 3417.4627594627595 14.291764765968452 0.014357749513653555
230 340 594 16.0 E3 94441.25557324826 307.3129603079705 3428.4769108280257 12.862095619291711 0.01080413779602043
231 2315 1901 8.485281374238571 E3 20366.047562425658 142.7096617697122 3423.6741973840667 14.527733115813344 0.015400175119250384
232 1506 4199 9.192388155425117 E1 34901.228668941956 186.81870535078107 3421.9874857792947 13.9428982094825 0.01312984569733032
233 1920 3327 6.5 E1 16399.95020746889 128.062290341337 3428.244813278008 14.762893676321966 0.016651982889388538
234 1222 593 10.606601717798213 E3 38399.90148911792 195.95892806687303 3427.7502863688433 13.839174724418893 0.012823675374603433
235 348 907 10.606601717798213 E1 44779.87551440322 211.6125599164738 3423.951646090535 13.67229279517535 0.012377898534469958
236 1231 3629 7.0710678118654755 E1 16281.929144385027 127.60066278975602 3433.7419786096257 14.7707353488742 0.01669787381148355
237 879 4378 6.5 E2 16512.415041782748 128.5006421843204 3418.1072423398327 14.755473509663052 0.016608819846652086
